retailer_name,retailer_lat,retailer_long,retailer_category,ride_type,retailer_product_name,retailer_product_target_age,retailer_product_target_gender,retailer_product_discount
Sakhi Hassan Graveyard Internal Road - Karachi,24.9614,67.0543,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.8297,67.0729,,,,,,
Spicyone - Sea View Road - Clifton - Karachi - Sindh,24.8028,67.0308,restaurants,Business,,,,
UK Square - Federal B Area - Karachi - Sindh,24.9377,67.0785,,,,,,
University Road - Karachi,24.8947,67.0655,,,,,,
Saba Avenue - Karachi,24.7863,67.0577,,,,,,
Abul Hasan Isphahani Road - Karachi,24.938,67.1035,,,,,,
Jubilee Cloth Market - Saddar Town - Karachi - Sindh,24.8649,67.019,,,,,,
"Charcoal - Beach View Road, Phase 8 - DHA, Do Darya - Karachi",24.7557,67.0937,restaurants,Business,,,,
Cafe Naveed Pyala - Sunset Lane 5 - Defence Housing Authority - Karachi - Sindh,24.8315,67.0669,restaurants,Business,,,,
Shahrah Noor Jahan - Karachi,24.9675,67.0516,,,,,,
Moon Garden - Gulshan-e-Iqbal - Karachi - Sindh,24.9142,67.1105,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8782,67.0644,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8784,67.064,,,,,,
Saba Avenue - Karachi,24.9097,67.0772,,,,,,
Josh Malih Abadi Road - Karachi,24.9298,67.0581,,,,,,
K-Electric IBC Gulshan - Civic Center Flyover - Gulshan-e-Iqbal - Karachi - Sindh,24.8993,67.0739,,,,,,
Millennium Mall - Rashid Minhas Road - Gulshan-e-Iqbal - Karachi,24.9011,67.1155,,,,,,
President Apartments - Sunny Side Road - Saddar Town - Karachi - Sindh,24.8419,67.0349,,,,,,
East Avenue - DHA Phase 1 - Karachi,24.8423,67.0654,,,,,,
Moon Garden - Gulshan-e-Iqbal - Karachi - Sindh,24.914,67.1104,,,,,,
Rae Avenue - Karachi,24.9018,67.0821,,,,,,
SSGC Gulshan Zone - Gulshan-e-Iqbal - Karachi - Sindh,24.898,67.0735,,,,,,
Block 5-D - Karachi,24.9146,67.0268,,,,,,
The City Nursery School Defence Campus - Defence Housing Authority - - Sindh,24.7897,67.0489,,,,,,
College of Banking & Finance - Gulshan-e-Iqbal - Karachi - Sindh,24.9296,67.1038,,,,,,
Hotel Crown Inn Karachi - Saddar Town - Karachi - Sindh,24.8582,67.0241,,,,,,
The Collegiate - Service Road - Gulberg - Karachi - Sindh,24.9203,67.0548,,,,,,
Shahrah-e-Faisal - Karachi,24.8653,67.0703,,,,,,
Cosmopolitan Club - Jamshed Town - Karachi - Sindh,24.8776,67.0425,,,,,,
Hussainabad Street - Karachi,24.9244,67.0651,,,,,,
Chase Department Store - Shaheed-e-Millat Road - Jamshed Town - Karachi - Sindh,24.8839,67.057,,,,,,
Delta Consultants - Karachi - Sindh,24.8574,67.0442,,,,,,
Imtiaz Super Market Defence Branch - KPT Interchange - Karachi - Sindh,24.8311,67.0804,,,,,,
United Bank Limited - Sindi Muslim Branch - Ghulam Ali Memon Road - - Karachi,24.8629,67.0546,,,,,,
Sizzlerz Caf� & Grill - Gulshan-e-Iqbal - Karachi - Sindh,24.931,67.0996,,,,,,
Hussainabad Street - Karachi,24.9243,67.0651,,,,,,
Sir Ghulam Hussain Hidayatallah Road - Karachi,24.8564,67.0307,,,,,,
Steep Hill Drive - Karachi,24.9265,67.1302,,,,,,
Rae Avenue - Karachi,24.9018,67.082,,,,,,
Del Frio - SMCHS - Karachi,24.8634,67.0548,,,,,,
Cotton & Cotton Dolmen Hyderi - North Nazimabad - Karachi - Sindh,24.9359,67.0403,,,,,,
Moon Garden - Gulshan-e-Iqbal - Karachi - Sindh,24.914,67.1107,,,,,,
Aga Khan Clifton Medical Services - Clifton - Karachi - Sindh,24.8129,67.0143,,,,,,
Lyari Expressway - Karachi,24.9296,67.0841,,,,,,
Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi,24.8301,67.0729,,,,,,
Moon Garden - Gulshan-e-Iqbal - Karachi - Sindh,24.9141,67.1106,,,,,,
C-25 Shahrah-e-Jahangir - Karachi 74700 - Karachi,24.9438,67.0465,,,,,,
Shahrah Noor Jahan - Karachi,24.9513,67.041,,,,,,
Lal's Patisserie - Khayaban-e-Shahbaz - Defence Housing Authority - Karachi - Sindh,24.8081,67.0614,restaurants,Business,,,,
Albaraka Bank - Saddar Town - Karachi - Sindh,24.8502,67.0102,,,,,,
K-Electric ITG Building - Elander Road - Saddar Town - Karachi - Sindh,24.8492,67.0183,,,,,,
Mondelez Pakistan Ltd (Headoffice) - Kheyaban-e-Roomi - Clifton - Karachi - Sindh,24.8267,67.0293,,,,,,
Tariq Rd - Karachi - Karachi,24.8783,67.0642,,,,,,
Azizabad Main Road - Karachi,24.9172,67.0707,,,,,,
Draju Collegiate - Gulistan-e-Johar - Karachi - Sindh,24.9141,67.1325,,,,,,
Moon Garden - Gulshan-e-Iqbal - Karachi - Sindh,24.9143,67.1107,,,,,,
Summit Bank Burns Road Branch - Saddar Town - Karachi - Sindh,24.8567,67.0167,,,,,,
Block J - Karachi,24.9546,67.0496,,,,,,
K-Electric IBC Saddar - Elander Road - Saddar Town - Karachi - Sindh,24.8498,67.0186,,,,,,
Shahrah-e-Firdousi - Karachi,24.8104,67.0306,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.8297,67.0728,,,,,,
Dress Corner - Tabish Dehlavi Road - Nazimabad - Karachi - Sindh,24.9217,67.0255,,,,,,
Labbaik Marriage Hall - Liaqatabad Flyover Road - Hussainabad - Karachi,24.9189,67.0547,,,,,,
Aptech - Shahrah-e-Faisal Road - P.E.C.H.S - Karachi,24.8633,67.0738,,,,,,
Zaidi Manzil Bus Stop - Jinnah Avenue - Malir Cantonment - Karachi - Sindh,24.9121,67.1967,,,,,,
Moon Garden - Gulshan-e-Iqbal - Karachi - Sindh,24.9141,67.1107,,,,,,
Cafe Naveed Pyala - Sunset Lane 5 - Defence Housing Authority - Karachi - Sindh,24.8317,67.0665,,,,,,
Iqra University - EDC Campus - Shaheed-e-Millat Expressway - Defence View Housing Society - Karachi - Sindh,24.8394,67.0821,,,,,,
MCB Bank - Main Clayton Road - Soldier Bazar - Karachi,24.8765,67.0331,,,,,,
Zaidi Manzil Bus Stop - Jinnah Avenue - Malir Cantonment - Karachi - Sindh,24.912,67.1966,,,,,,
13th Commercial Street - DHA Phase II Extension - Karachi,24.834,67.0697,,,,,,
Kazimabad - Karachi,24.9108,67.1844,,,,,,
Liaquat National Hospital - National Stadium Road - Karachi,24.8901,67.0684,,,,,,
Uni Centre - Saddar Town - Karachi - Sindh,24.8501,67.0073,,,,,,
Saima Paree - Karachi,24.9385,67.0445,,,,,,
Flynn Street - Karachi,24.8792,67.027,,,,,,
The Sauce - Defence Housing Authority - Karachi - Sindh,24.7793,67.0892,,,,,,
Saba Street(Galee) - Karachi,24.9452,67.0418,,,,,,
26th Street - Karachi,24.7967,67.0511,,,,,,
Burger King - Sea View Road - Clifton - Karachi,24.7996,67.035,,,,,,
Hasan Lodge - Shahrah-e-Pakistan - Federal B Area - Karachi - Sindh,24.9293,67.0672,,,,,,
Johar Mor Road Service Lane - Karachi,24.9126,67.1116,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.8297,67.0731,,,,,,
Movenpick Hotel - Club Road - PIDC - Karachi,24.8467,67.0256,,,,,,
McDonalds - Dolmen Mall Tariq Road - Main Tariq Road - - Karachi,24.8768,67.0628,restaurants,Business,,,,
McDonalds - Bahira Tower - Tariq Road - Jamshed Town - Karachi,24.8651,67.0561,restaurants,Business,,,,
Johar Mor Road Service Lane - Karachi,24.9125,67.1116,,,,,,
TAG Heuer - Clifton - Karachi - Pakistan,24.8147,67.0272,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.83,67.073,,,,,,
C-25 Shahrah-e-Jahangir - Karachi 74700 - Karachi,24.9436,67.0467,,,,,,
Johar Mor Road Service Lane - Karachi,24.9124,67.1115,,,,,,
Hasan Lodge - Shahrah-e-Pakistan - Federal B Area - Karachi - Sindh,24.9296,67.0675,,,,,,
President Apartments - Sunny Side Road - Saddar Town - Karachi - Sindh,24.8419,67.035,,,,,,
Royal Inn Guest House - Shahrah-e-Faisal Road - P.E.C.H.S - Karachi,24.8595,67.0643,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8782,67.0645,,,,,,
Stylish Lawn - North Nazimabad - Karachi - Sindh,24.9464,67.0502,,,,,,
Galaxy Secondary School - North Karachi Township - Karachi - Sindh,24.9693,67.0492,,,,,,
Munawwar Zaman Road - Karachi,24.9359,67.0503,,,,,,
Barnes Street - Karachi,24.8654,67.0173,,,,,,
Service Road - Karachi,24.926,67.0619,,,,,,
Burger King - Sea View Road - Clifton - Karachi,24.7994,67.035,restaurants,Business,Chiken Steak Burger,24-40,Male,0.27
Premier Maqam(Place),24.9347,67.0492,,,,,,
Drigh Road Bus Stop - Karachi - Sindh,24.8869,67.1286,,,,,,
B Street - Karachi,24.8009,67.0434,,,,,,
Habib Bank - Habib Metro Bank - Khayanban-e-Tanzeem Road - DHA Phase 5 - Karachi,24.8064,67.0393,,,,,,
KFC - I.I. Chundrigar Road - - Karachi,24.8463,67.0244,,,,,,
Hollywood Bakery - University Road - Gulshan-e-Iqbal - Karachi - Sindh,24.9051,67.0784,,,,,,
Hashmanis Hospital - Jamshed Town - Karachi - Sindh,24.8698,67.0347,,,,,,
Work,24.861,67.0677,,,,,,
Sobremesa - Lane 1 - Defence Housing Authority - Karachi - Sindh,24.7937,67.0621,,,,,,
Cotton & Cotton Dolmen Hyderi - North Nazimabad - Karachi - Sindh,24.9355,67.0404,,,,,,
Larosh Restaurant - Sir Shah Mohammed Suleman Road - Nazimabad No.4 - Karachi,24.9103,67.036,,,,,,
Hasan Lodge - Shahrah-e-Pakistan - Federal B Area - Karachi - Sindh,24.9293,67.0675,,,,,,
National Medical Centre - Korangi Road - Karachi,24.8465,67.0556,,,,,,
Shaheed Foundation Pakistan - Abajee Street - Federal B Area - Karachi - Sindh,24.9458,67.08,,,,,,
Shahrah-Sher Shah Suri Service Road North - Karachi,24.9415,67.0459,,,,,,
Tabish Dehlavi Road - Karachi,24.92,67.0251,,,,,,
Hasan Lodge - Shahrah-e-Pakistan - Federal B Area - Karachi - Sindh,24.9293,67.0674,,,,,,
Australian Education Office - Saddar Town - Karachi - Sindh,24.8147,67.0093,,,,,,
Street # 31 - Karachi,24.9029,67.1164,,,,,,
Kababjees Shahed-E-Millat Branch - Gulshan-e-Iqbal - Karachi - Sindh,24.8831,67.0602,,,,,,
R-214 - Sector 14-B - Shadman Town - Karachi,24.9628,67.0553,,,,,,
Byco - Shahrah-e-Faisal - Karachi - Sindh,24.8869,67.1301,,,,,,
National Bank of Pakistan - Fatima Jinnah Road - Muhammad Ali Housing Society - Karachi,24.8751,67.0879,,,,,,
Josh Malih Abadi Road - Karachi,24.9298,67.058,,,,,,
Whiz Academy - Saba Avenue - Defence Housing Authority - Karachi - Sindh,24.7869,67.0567,,,,,,
Paradise Bakery - Abdul Hasan Isphani Road - Gulshan Tower - Karachi,24.9429,67.0971,,,,,,
Tabish Dehlavi Road - Karachi,24.9204,67.0251,,,,,,
Aga Khan Hospital for Women and Children - Gold Street - Jamshed Town - Karachi - Sindh,24.8833,67.0351,,,,,,
Karimabad - Karimabad - Gulberg - Karachi - Sindh,24.9145,67.0558,,,,,,
Bina Beauty Parlour - Sharah-e-Sher Shah Suri - Nazimabad - Karachi - Sindh,24.9127,67.0319,,,,,,
Ghazi Salahuddin Road - Karachi,24.8855,67.0794,,,,,,
Allama Shabbir Ahmed Usmani Road - Karachi,24.9305,67.0933,,,,,,
Clifton Center - Saddar Town - Karachi - Sindh,24.8272,67.0339,,,,,,
Home accurate,24.818,67.0779,,,,,,
Home - Near N Street - DHA Phase 4 - Karachi,24.8237,67.0577,,,,,,
Bella Vita - 8th Commercial Lane - Gizri - Karachi - Sindh,24.8183,67.04,,,,,,
8th Street East - DHA Phase 1 - Karachi,24.8411,67.0677,,,,,,
Home accurate,24.8181,67.0782,,,,,,
Nooree - Karachi,24.9408,67.0398,,,,,,
Shaheed Zulfikar Ali Bhutto Institute of Science,24.8188,67.0318,,,,,,
Jack & Charlie - Defence Housing Authority - Karachi - Sindh,24.7954,67.0505,,,,,,
Habib Bank - Shahrah-e-Faisal - Baloch Colony - Karachi,24.8679,67.0831,,,,,,
R-214 - Sector 14-B - Shadman Town - Karachi,24.9627,67.0553,,,,,,
Delta Consultants - Karachi - Sindh,24.8574,67.0445,,,,,,
Hasan Lodge - Shahrah-e-Pakistan - Federal B Area - Karachi - Sindh,24.9295,67.0675,,,,,,
University Bus Stop - Karachi,24.8912,67.0723,,,,,,
"McDonalds - Parking Lot, Jinnah Terminal Complex - Quaid-e-Azam International Airport - Karachi",24.899,67.1685,restaurants,Business,,,,
KDA Market - Gulshan-e-Iqbal - Karachi - Sindh,24.9274,67.0944,,,,,,
University Road - Karachi,24.8999,67.0705,,,,,,
home (40/2) - Near 30th Street - DHA Phase 5 - Karachi,24.8022,67.0399,,,,,,
Lyari Expressway - Karachi,24.9295,67.0841,,,,,,
Rabia Flower - Abul Hasan Isphahani Road - Gulshan-e-Iqbal - Karachi - Sindh,24.9429,67.0956,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.8298,67.0729,,,,,,
B-25 - Karachi,24.8936,67.1835,,,,,,
Sheesha Baar - Defence Housing Authority - Karachi - Sindh,24.8317,67.0684,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.8301,67.0731,,,,,,
2K Bus Station - Karachi,24.95,67.0548,,,,,,
R-214 - Sector 14-B - Shadman Town - Karachi,24.9629,67.0552,,,,,,
"Institute of Business Administration, Karachi - City Campus - Pedestrian Bridge IBA City Campus - Saddar Town - Karachi - Sindh",24.867,67.025,,,,,,
Beaconhouse School System Gulistan-e-Jauhar Campus - Clifton - Karachi - Sindh,24.9259,67.1232,,,,,,
Chai Shai - Defence Housing Authority - Karachi - Sindh,24.7871,67.0569,,,,,,
Home - Near home Near - Al-Rehman Grammar School - North Karachi Township - Karachi - Sindh,25.0033,67.0577,,,,,,
Cafe Naveed Pyala - Sunset Lane 5 - Defence Housing Authority - Karachi - Sindh,24.8313,67.0664,,,,,,
Bank Road - Karachi,24.8272,67.0321,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.8299,67.0731,,,,,,
Harmain Tower - Johar Mor Road Service Lane - Gulistan-e-Johar - Karachi - Sindh,24.9047,67.1157,,,,,,
"Habib Metropolitan Bank - Business Avenue - Shahrah-e-Faisal - Block 6, P.E.C.HS - Karachi",24.8622,67.0719,,,,,,
Shadab Mosque - Gulberg - Karachi - Sindh,24.9339,67.0617,,,,,,
Gold Mark - Defence Housing Authority - Karachi - Sindh,24.8375,67.0685,,,,,,
Doctor Muhammad Ali Shah Road - Karachi,24.9176,67.034,,,,,,
Home - Near N Street - DHA Phase 4 - Karachi,24.8237,67.0575,,,,,,
Royal Taste Pizza - Malir Cantonment - Karachi - Sindh,24.9119,67.1848,restaurants,Business,,,,
Hasan Lodge - Shahrah-e-Pakistan - Federal B Area - Karachi - Sindh,24.9293,67.0673,,,,,,
Lane 4 - Karachi,24.8138,67.0704,,,,,,
Lane 4 - Karachi,24.8139,67.0704,,,,,,
Draju Collegiate - Gulistan-e-Johar - Karachi - Sindh,24.9145,67.1322,,,,,,
Service Road - Karachi,24.9911,67.0669,,,,,,
Drig Road Flyover - Karachi,24.8877,67.125,,,,,,
Service Road - Karachi,24.9069,67.0727,,,,,,
Tabba Heart Institute - Gulberg - Karachi - Sindh,24.9189,67.0637,,,,,,
Minhaj Ghori Road - Karachi,24.9146,67.0335,,,,,,
Zulfiqar Street 1 - Karachi,24.7955,67.0788,,,,,,
Royal Taste Pizza - Malir Cantonment - Karachi - Sindh,24.9118,67.185,,,,,,
Cafe Naveed Pyala - Sunset Lane 5 - Defence Housing Authority - Karachi - Sindh,24.8313,67.0665,,,,,,
Mirchi - 10th Badar Commercial Street - DHA Phase 5 - Karachi,24.7992,67.0462,,,,,,
Pizza Hut - Shahrah-e-Sher Shah Suri - North Nazimabad - Karachi,24.9265,67.0328,,,,,,
Faysal Bank - Alharam Tower - Alamgir Road - Sharafabad - Karachi,24.884,67.0645,,,,,,
R-214 - Sector 14-B - Shadman Town - Karachi,24.9627,67.0552,,,,,,
Fatima's Home - Sunny Side Rd - Karachi - Karachi,24.8451,67.0333,,,,,,
C-25 Shahrah-e-Jahangir - Karachi 74700 - Karachi,24.9437,67.0468,,,,,,
Golf Course Road 1 - Karachi,24.825,67.0655,,,,,,
Defence Graveyard - DHA Phase 4 - Karachi,24.8182,67.0532,,,,,,
The Base Room - 24th Commercial Street - Defence Housing Authority - Karachi - Sindh,24.8305,67.0685,,,,,,
Jinnah International Airport (Domestic Arrival) - Airport - Airport Avenue - Short Stay - Karachi,24.8996,67.1684,,,,,,
Cafe Naveed Pyala - Sunset Lane 5 - Defence Housing Authority - Karachi - Sindh,24.8313,67.0666,,,,,,
Nawab Siddique Ali Khan Road - Karachi,24.9229,67.0314,,,,,,
Sohni Chalet - Suparco Road - Gulshan-e-Iqbal - Karachi - Sindh,24.9448,67.1341,,,,,,
Time Medico - Karachi - Sindh,24.8915,67.0813,,,,,,
Karachi Cantonment Station - Dr Daud Pota Rd - Askari 3 - Karachi,24.8437,67.0407,,,,,,
Airport Inner Parking Lot - Departure / Short Stay - Karachi - Sindh,24.9001,67.1666,,,,,,
Ibn-e-Qasim Park Road - Karachi,24.8067,67.0301,,,,,,
Jauhar Chowrangi Road - Karachi,24.9134,67.1219,,,,,,
??? ???? ???? - Gulistan-e-Johar - Karachi - Sindh,24.9223,67.1452,,,,,,
Steep Hill Drive - Karachi,24.9264,67.1304,,,,,,
Cafe Naveed Pyala - Sunset Lane 5 - Defence Housing Authority - Karachi - Sindh,24.8314,67.0664,,,,,,
25-26 Street - Karachi,24.8646,67.0478,,,,,,
Espresso - Tipu Sultan Road - Jamshed Town - Karachi - Sindh,24.866,67.0774,,,,,,
Aga Khan University - Stadium Road - Gulshan-e-Iqbal - Karachi - Sindh,24.8925,67.074,,,,,,
Aslam Shaheed Road - Karachi,24.891,67.0574,,,,,,
Karachi - Hyderabad Motorway - Karachi - Hyderabad Motorway - Karachi - Sindh,24.954,67.0972,,,,,,
Steep Hill Drive - Karachi,24.9265,67.1303,,,,,,
26th Lane - Karachi,24.8273,67.0674,,,,,,
Dolmen Mall - Tariq Road - - Karachi,24.8768,67.0625,,,,,,
Shahrah-e-Humayun - Karachi,24.932,67.0386,,,,,,
Shahrah-e-Humayun - Karachi,24.9321,67.0386,,,,,,
Shahrah Noor Jahan - Karachi,24.9485,67.042,,,,,,
Home (karachi) - Sultan Ahmed Timberwala Rd - Karachi - Karachi,24.8761,67.0796,,,,,,
Royal Taste Pizza - Malir Cantonment - Karachi - Sindh,24.9121,67.185,,,,,,
Baradari Bus Stop - North Karachi Township - Karachi - Sindh,24.9786,67.0556,,,,,,
Lyari Expressway - Karachi,24.9318,67.0921,,,,,,
Sultan Ahmed Timberwala Road - Karachi,24.8762,67.0797,,,,,,
Lane 1 - Karachi,24.7934,67.0626,,,,,,
KHA Club (Roses Marquee) - University Road - Gulshan-e-Iqbal - Karachi - Sindh,24.917,67.0951,,,,,,
Bilal Masjid PHA Housing Scheme - Gulistan-e-Johar - Karachi - Sindh,24.9228,67.1441,,,,,,
Jinnah International Airport (International Arrival) - Airport - Airport Avenue - Short Stay - Karachi,24.8996,67.1685,,,,,,
Royal Taste Pizza - Malir Cantonment - Karachi - Sindh,24.9121,67.1851,,,,,,
Hotel Mehran - Abdullah Haroon Road - Karachi,24.8518,67.0339,,,,,,
The Forum Mall - Clifton - Karachi,24.8276,67.0377,,,,,,
Khanji - Clifton - Karachi - Sindh,24.8074,67.0348,,,,,,
University Road - Karachi,24.9373,67.1456,,,,,,
Block 15 - Karachi,24.9289,67.0771,,,,,,
GHAR - Near HOME - Minto Pan Shop - North Nazimabad - Karachi - Sindh,24.945,67.0413,,,,,,
Abul Hasan Isphahani Road - Karachi,24.9382,67.1034,,,,,,
Royal Taste Pizza - Malir Cantonment - Karachi - Sindh,24.9119,67.1852,,,,,,
Hasan Lodge - Shahrah-e-Pakistan - Federal B Area - Karachi - Sindh,24.9294,67.0674,,,,,,
Khayaban-e-Bukhari - Karachi,24.8029,67.0732,,,,,,
UK Square - Federal B Area - Karachi - Sindh,24.9378,67.0783,,,,,,
Liberty Hall - Block 15 - Gulistan-e-Johar - Karachi - Sindh,24.9253,67.1229,,,,,,
Doctor Syedna Mohammed Burhanuddin Road - Karachi,24.8608,67.0314,,,,,,
C-25 Shahrah-e-Jahangir - Karachi 74700 - Karachi,24.9439,67.0466,,,,,,
Naveen Salon & Spa - Lane 13 - Defence Housing Authority - Karachi - Sindh,24.792,67.0639,,,,,,
Naveen Salon & Spa - Lane 13 - Defence Housing Authority - Karachi - Sindh,24.7919,67.0639,,,,,,
B.H.Y Hospital - Delhi Colony - Karachi - Sindh,24.8322,67.0411,,,,,,
Iqra - Karachi,24.8361,67.0808,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.83,67.0731,,,,,,
Lyari Expressway - Karachi,24.9295,67.0842,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.8296,67.0731,,,,,,
Parsi Fire Temple - Doctor Ziauddin Ahmed Road - Saddar Town - Karachi - Sindh,24.8538,67.0128,,,,,,
UK Square - Federal B Area - Karachi - Sindh,24.9379,67.0783,,,,,,
AL AQSA BANQUET - Rashid Minhas Road - Gulshan-e-Iqbal - Karachi - Sindh,24.9165,67.099,,,,,,
Hasan Lodge - Shahrah-e-Pakistan - Federal B Area - Karachi - Sindh,24.9292,67.0672,,,,,,
Muhammad Ali Society Post Office - Miran Mohammed Shah Road - Gulshan-e-Iqbal - Karachi - Sindh,24.8781,67.0884,,,,,,
Rashid Minhas Road Service Lane - Karachi,24.9068,67.1075,,,,,,
Family Park - Clifton - Karachi - Sindh,24.8126,67.0227,,,,,,
B-46 - Block 10A - Central Government Employees Housing Society Gulshan-e-Iqbal - Karachi,24.9039,67.1098,,,,,,
Lyari Expressway - Karachi,24.9319,67.092,,,,,,
Nezam Medical Center - Bufferzone - Karachi - Sindh,24.9609,67.0733,,,,,,
Askari Bank - Commercial Market Main Tariq Road - Block 2 PECHS - Karachi,24.8718,67.0602,,,,,,
Sea Breeze Plaza - Shahrah-e-Faisal - Karachi - Sindh,24.8573,67.0438,,,,,,
SEMS Banquet Hall - FatiM.A Jinnah Road - - Karachi,24.8444,67.0361,,,,,,
Khayaban-e-Bahria - DHA Phase 7 - Karachi,24.824,67.0711,,,,,,
Cafe Naveed Pyala - Sunset Lane 5 - Defence Housing Authority - Karachi - Sindh,24.8315,67.0663,,,,,,
Aga Khan University Hospital - Clifton Medical Services - Clifton - Karachi - Sindh,24.813,67.0144,,,,,,
Home - Near home Near - Al-Rehman Grammar School - North Karachi Township - Karachi - Sindh,25.0033,67.058,,,,,,
Burger King - Khayaban-e-Nishat Road - DHA Phase 6 - Karachi,24.8002,67.0577,,,,,,
Shahrah Noor Jahan - Karachi,24.9674,67.0516,,,,,,
10th S St - Karachi - Karachi,24.8362,67.0541,,,,,,
Jehanzeb's house,24.7834,67.0535,,,,,,
Jinnah International Airport (International Arrival) - Airport - Airport Avenue - Short Stay - Karachi,24.9,67.1681,,,,,,
Central Avenue - DHA Phase 2 - Karachi,24.836,67.0592,,,,,,
Jamia Masjid Bait Us Salaam - Defence Housing Authority - Karachi - Sindh,24.8275,67.0544,,,,,,
Mohammad Ali Jinnah University - Jamshed Town - Karachi - Sindh,24.8602,67.0699,,,,,,
Dilawar Figar Road - Karachi,24.9255,67.0211,,,,,,
Karsaz Service Road East - Karachi,24.8802,67.0934,,,,,,
Nizam Uddin Aolia Road - Karachi,24.8603,67.0819,,,,,,
Golf Course Road 1 - Karachi - Karachi,24.8235,67.0648,,,,,,
36-B Eidgah Road - Karachi,24.8426,67.1783,,,,,,
Khayaban-e-Mujahid - DHA Phase 5 - Karachi,24.8037,67.0505,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8783,67.0641,,,,,,
B 1st Street - Karachi,24.8149,67.0564,,,,,,
Mohammadi Sheermal House,24.9348,67.0739,,,,,,
The Palace - Shahrah-e-Faisal - Jamshed Town - Karachi - Sindh,24.8621,67.0676,,,,,,
R-214 - Sector 14-B - Shadman Town - Karachi,24.963,67.0554,,,,,,
Doctor Mahmood Hussain Road - Karachi,24.8784,67.061,,,,,,
University Road - Karachi,24.9372,67.1455,,,,,,
Nazimabad Underpass - Nazimabad Underpass - Nazimabad - Karachi - Sindh,24.9104,67.0336,,,,,,
Shahrah Noor Jahan - Karachi,24.9566,67.0465,,,,,,
Hasan Lodge - Shahrah-e-Pakistan - Federal B Area - Karachi - Sindh,24.9292,67.0676,,,,,,
Tahir Medical Centre Dhoraji Karachi - Amir Khusro Road - Gulshan-e-Iqbal - Karachi - Sindh,24.8824,67.0819,,,,,,
Hasan Lodge - Shahrah-e-Pakistan - Federal B Area - Karachi - Sindh,24.9295,67.0674,,,,,,
C-16 Shahrah-e-Jahangir - Karachi 74700 - Karachi,24.9459,67.0467,,,,,,
Haider Foods - North Karachi Township - Karachi - Sindh,24.9616,67.0532,,,,,,
Zamzama Mall - - Karachi,24.817,67.04,,,,,,
Staff Lane 3 - Staff Lane 3 - Defence Housing Authority - Karachi - Sindh,24.8307,67.0696,,,,,,
Askari Park - University Road - Gulshan-e-Iqbal - Karachi - Sindh,24.8941,67.0636,,,,,,
Rehman Car A.C - Shah Jehan Avenue - Karachi - Sindh,24.9471,67.0669,,,,,,
Khaliq-uz-Zaman Road - Karachi,24.8307,67.0418,,,,,,
Marriott Hotel - Abdullah Haroon Road - Civil Lines - Karachi,24.8461,67.0313,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.8302,67.0728,,,,,,
Khayaban-e-Mujahid - Karachi,24.8134,67.0517,,,,,,
Naheed Super Market - Jamshed Town - Karachi - Sindh,24.8777,67.0686,,,,,,
The Nest I/O - Gulshan-e-Iqbal - Karachi - Sindh,24.878,67.0686,,,,,,
EFU Life Assurance Ltd H/O - Waja Abdul Sattar Mustikhan Road - Jamshed Town - Karachi - Sindh,24.8653,67.0703,,,,,,
Afza Lawn - Jauhar Chowrangi Road - Gulshan-e-Iqbal - Karachi - Sindh,24.9248,67.115,,,,,,
Cricketers Avenue - Karachi,24.9376,67.0331,,,,,,
Espresso - Khayaban-e-Shahbaz - Defence Housing Authority - Karachi - Sindh,24.8081,67.0615,,,,,,
Salt'n Pepper Village - Sea View Road - Defence Housing Authority - Karachi - Sindh,24.7784,67.0544,,,,,,
"Salt & Pepper Village - Beach Avenue, Seaside - Phase 6, DHA - Karachi",24.7783,67.0546,,,,,,
